fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
Herschel Walker,Orthodox,1962-03-03,185.42,97.52228,190.14909999999998
Hidehiko Hasegawa,Orthodox,1978-07-13,175.26,77.11064,179.4303
Hidehiko Yoshida,Orthodox,1969-09-03,180.34,102.0582,184.7897
Hideo Tokoro,Orthodox,1977-08-22,170.18,61.23492,174.0709
Hidetaka Monma,Orthodox,1973-10-23,182.88,76.203456,187.46939999999998
Hiroko Yamanaka,Orthodox,1978-10-24,180.34,61.23492,184.7897
Hiromitsu Kanehara,Orthodox,1970-10-05,177.8,90.7184,182.11
Hiromitsu Miura,Orthodox,1981-09-22,175.26,77.11064,179.4303
Hiroshi Izumi,Orthodox,1982-06-22,,92.98636,
Hirotaka Yokoi,Orthodox,1978-06-08,180.34,92.98636,184.7897
Hiroyuki Abe,Orthodox,,167.64000000000001,65.77083999999999,171.3912
Hiroyuki Takaya,Orthodox,1977-06-10,167.64000000000001,63.049288,171.3912
Hisaki Kato,Orthodox,1982-09-17,182.88,83.91452,187.46939999999998
Hitomi Akano,Southpaw,1974-07-27,162.56,61.23492,166.0318
Holly Holm,Southpaw,1981-10-17,172.72,65.77083999999999,176.7506
Homer Moore,Orthodox,1971-11-27,177.8,92.98636,182.11
Hong Man Choi,Orthodox,1980-10-30,218.44000000000003,149.68536,224.98520000000002
Horacio Gutierrez,Orthodox,1990-09-15,177.8,65.77083999999999,182.11
Houston Alexander,Orthodox,1972-03-22,182.88,92.98636,187.46939999999998
Houston Dorr,Orthodox,,185.42,95.25431999999999,190.14909999999998
Hu Yaozong,Orthodox,1995-04-07,190.5,92.98636,195.5085
Hugh Pulley,Orthodox,,182.88,70.30676,187.46939999999998
Hugo Duarte,Orthodox,1968-08-09,182.88,108.86207999999999,187.46939999999998
Hugo Govea,Orthodox,,,,
Hugo Sandoval,Orthodox,,,61.23492,
Hugo Viana,Orthodox,1982-09-26,167.64000000000001,61.23492,171.3912
Humberto Bandenay,Southpaw,1994-09-04,180.34,65.77083999999999,184.7897
Humberto Brown,Orthodox,1984-11-03,177.8,65.77083999999999,182.11
Humberto DeLeon,Orthodox,1989-11-12,,61.23492,
Hunter Worsham,Orthodox,,,83.91452,
Hussain Rasouli,Orthodox,,167.64000000000001,61.23492,171.3912
Hyun Gyu Lim,Orthodox,1985-01-16,190.5,77.11064,195.5085
Ian Butler,Orthodox,,172.72,70.30676,176.7506
Ian Entwistle,Orthodox,1986-11-19,165.1,61.23492,168.7115
Ian Freeman,Orthodox,1966-11-10,180.34,102.0582,184.7897
Ian Heinisch,Orthodox,1988-08-05,180.34,83.91452,184.7897
Ian Loveland,Orthodox,1983-09-07,172.72,65.77083999999999,176.7506
Ian McCall,Orthodox,1984-05-07,165.1,56.699,168.7115
Ian Murphy,Orthodox,1985-06-14,185.42,83.91452,190.14909999999998
Ian Rammel,Orthodox,1985-07-22,182.88,83.91452,187.46939999999998
Ibragim Magomedov,Orthodox,,182.88,113.398,187.46939999999998
Icho Larenas,Orthodox,1980-03-12,190.5,106.59412,195.5085
Ido Pariente,Orthodox,,172.72,70.30676,176.7506
Idris Wasi,Orthodox,1989-12-11,182.88,84.368112,187.46939999999998
Igor Araujo,Orthodox,1980-12-06,185.42,77.11064,190.14909999999998
Igor Borisov,Orthodox,,182.88,106.59412,187.46939999999998
Igor Gracie,Orthodox,1980-02-04,180.34,77.11064,184.7897
Igor Pokrajac,Orthodox,1979-01-02,182.88,92.98636,187.46939999999998
Igor Vovchanchyn,Orthodox,1973-08-06,172.72,92.98636,176.7506
Igor Zinoviev,Orthodox,,185.42,90.264808,190.14909999999998
Ikuhisa Minowa,Orthodox,1976-01-12,175.26,82.100152,179.4303
Ildemar Alcantara,Orthodox,1982-11-18,187.96,83.91452,192.8288
Iliarde Santos,Orthodox,1980-09-25,165.1,56.699,168.7115
Ilima Macfarlane,Orthodox,,162.56,56.699,166.0318
Ilir Latifi,Orthodox,1983-07-28,177.8,92.98636,182.11
Ilya Kotau,Orthodox,,,77.11064,
Imani Lee,Orthodox,,,,
Ion Cherdivara,Orthodox,,,92.98636,
Ion Cutelaba,Southpaw,1993-12-14,185.42,92.98636,190.14909999999998
Iony Razafiarison,Orthodox,1984-12-23,160.02,65.77083999999999,163.3521
Iouri Kotchkine,Orthodox,,187.96,106.59412,192.8288
Irene Aldana,Orthodox,1988-03-26,175.26,61.23492,179.4303
Isaac Vallie-Flagg,Orthodox,1978-04-08,172.72,70.30676,176.7506
Isaiah Hill,Orthodox,,177.8,70.30676,182.11
Isao Kobayashi,Orthodox,1988-10-28,172.72,65.77083999999999,176.7506
Islam Makhachev,Orthodox,1991-10-27,177.8,70.30676,182.11
Ismail Naurdiev,Orthodox,1996-08-18,177.8,77.11064,182.11
Israel Adesanya,Switch,1989-07-22,193.04,83.91452,198.1882
Israel Albuquerque,Orthodox,,,83.91452,
Israel Delgado,Orthodox,,177.8,70.30676,182.11
Israel Giron,Orthodox,1974-01-16,172.72,70.30676,176.7506
Issac DeJesus,Orthodox,,,65.77083999999999,
Issei Tamura,Orthodox,1984-03-12,165.1,61.23492,168.7115
Iuri Alcantara,Southpaw,1980-08-04,175.26,61.23492,179.4303
Ivan Cole,Orthodox,1990-11-30,175.26,61.23492,179.4303
Ivan Jorge,Orthodox,1980-11-07,175.26,70.30676,179.4303
Ivan Lopez,Southpaw,,167.64000000000001,61.23492,171.3912
Ivan Menjivar,Orthodox,1982-05-30,167.64000000000001,65.77083999999999,171.3912
Ivan Salaverry,Orthodox,1971-01-11,182.88,83.91452,187.46939999999998
Ivan Serati,Orthodox,,182.88,92.98636,187.46939999999998
Ivan Shtyrkov,Orthodox,1988-06-09,182.88,92.98636,187.46939999999998
Izabela Badurek,Orthodox,1991-07-11,165.1,52.16308,168.7115
J.T Taylor,Orthodox,,177.8,,182.11
JC Cottrell,Orthodox,1989-11-04,175.26,70.30676,179.4303
JJ Aldrich,Southpaw,1992-09-29,165.1,56.699,168.7115
JJ Ambrose,Orthodox,,177.8,77.11064,182.11
JJ Okanovich,Orthodox,1990-11-04,180.34,70.30676,184.7897
JP Buys,Orthodox,1996-04-30,167.64000000000001,56.699,171.3912
JP Felty,Orthodox,1979-04-28,,77.11064,
JR Coughran,Orthodox,1994-05-17,167.64000000000001,65.77083999999999,171.3912
JW Wright,Orthodox,1976-01-12,,58.96696,
Jacare Souza,Orthodox,1979-12-07,185.42,83.91452,190.14909999999998
Jack Hermansson,Orthodox,1988-06-10,185.42,83.91452,190.14909999999998
Jack Marshman,Orthodox,1989-12-19,182.88,83.91452,187.46939999999998
Jack May,Switch,1981-04-14,203.2,115.66596,208.90699999999998
Jack McGlaughlin,Orthodox,,,,
Jack Morrison,Orthodox,,180.34,92.98636,184.7897
Jack Nilson,Orthodox,,,,
Jack Shore,Orthodox,1995-02-06,175.26,61.23492,179.4303
Jackie Lee,Orthodox,,,,
Jacob Kilburn,Orthodox,1995-06-28,175.26,65.77083999999999,179.4303
Jacob Noe,Orthodox,,,92.98636,
Jacob Rosales,Orthodox,1995-07-28,180.34,70.30676,184.7897
Jacob Volkmann,Southpaw,1980-09-05,175.26,70.30676,179.4303
Jadson Costa,Orthodox,,170.18,70.30676,174.0709
Jae Suk Lim,Orthodox,1979-11-09,175.26,77.11064,179.4303
Jaime Alvarez,Orthodox,1988-03-08,172.72,56.699,176.7506
Jaime Jara,Southpaw,1969-08-02,185.42,92.98636,190.14909999999998
Jaimee Nievera,Orthodox,1984-10-28,165.1,56.699,168.7115
Jairzinho Rozenstruik,Orthodox,1988-03-17,193.04,109.76926399999999,198.1882
Jake Collier,Orthodox,1988-10-25,190.5,92.98636,195.5085
Jake Ellenberger,Orthodox,1985-03-28,175.26,77.11064,179.4303
Jake Hecht,Orthodox,1984-02-09,182.88,77.11064,187.46939999999998
Jake Lindsey,Switch,1986-06-21,180.34,70.30676,184.7897
Jake Matthews,Orthodox,1994-08-19,180.34,77.11064,184.7897
Jake O'Brien,Orthodox,1984-09-25,190.5,92.98636,195.5085
Jake Rosholt,Orthodox,1982-02-09,185.42,83.91452,190.14909999999998
Jake Shields,Orthodox,1979-01-09,182.88,77.11064,187.46939999999998
Jakob Lovstad,Orthodox,,190.5,92.98636,195.5085
Jalin Turner,Southpaw,1995-05-18,190.5,70.30676,195.5085
Jamahal Hill,Orthodox,1991-05-19,193.04,113.398,198.1882
Jamall Emmers,Orthodox,1989-07-24,177.8,65.77083999999999,182.11
Jameel Massouh,Orthodox,1984-09-12,177.8,65.77083999999999,182.11
Jamelle Jones,Orthodox,1988-01-31,182.88,92.98636,187.46939999999998
James Barnes,Orthodox,,172.72,65.77083999999999,176.7506
James Bochnovic,Orthodox,1989-02-13,193.04,92.98636,198.1882
James Gabert,Orthodox,,,80.739376,
James Giboo,Orthodox,1978-01-06,180.34,77.11064,184.7897
James Gray,Orthodox,1987-10-25,175.26,61.23492,179.4303
James Hammortree,Orthodox,1983-11-29,190.5,83.91452,195.5085
James Head,Orthodox,1984-02-09,185.42,77.11064,190.14909999999998
James Irvin,Orthodox,1978-09-12,187.96,92.98636,192.8288
James Krause,Orthodox,1986-06-04,187.96,77.11064,192.8288
James Lee,Southpaw,1973-09-22,180.34,92.98636,184.7897
James McSweeney,Switch,1980-10-24,193.04,104.32616,198.1882
James Moontasri,Switch,1988-04-10,177.8,77.11064,182.11
James Mulheron,Orthodox,1988-02-20,177.8,110.222856,182.11
James Reese,Orthodox,1980-12-21,175.26,70.30676,179.4303
James Te Huna,Orthodox,1981-09-29,187.96,83.91452,192.8288
James Terry,Orthodox,1981-03-16,177.8,77.11064,182.11
James Thompson,Orthodox,1978-12-16,195.57999999999998,120.20188,200.86789999999996
James Toney,Orthodox,1968-08-24,175.26,99.79024,179.4303
James Vick,Orthodox,1987-02-23,190.5,70.30676,195.5085
James Wade,Orthodox,,177.8,92.98636,182.11
James Wallace,Orthodox,1992-11-17,177.8,70.30676,182.11
James Wilks,Orthodox,1978-05-04,185.42,77.11064,190.14909999999998
James Zikic,Orthodox,1977-03-01,187.96,92.98636,192.8288
Jamie Colleen,Orthodox,1985-11-02,160.02,52.16308,163.3521
Jamie Houston,Orthodox,,,83.91452,
Jamie Moyle,Orthodox,1989-03-17,154.94,52.16308,157.99269999999999
Jamie Pickett,Orthodox,1988-08-29,187.96,83.91452,192.8288
Jamie Varner,Orthodox,1984-10-12,172.72,70.30676,176.7506
Jamie Yager,Orthodox,1983-11-29,185.42,83.91452,190.14909999999998
Jan Blachowicz,Orthodox,1983-02-24,187.96,92.98636,192.8288
Jan Finney,Orthodox,,172.72,61.23492,176.7506
Jan Nortje,Southpaw,1975-04-11,185.42,140.61352,190.14909999999998
Janay Harding,Orthodox,,,61.23492,
Jared Cannonier,Switch,1984-03-16,180.34,83.91452,184.7897
Jared Chaffee,Orthodox,1984-12-15,177.8,70.30676,182.11
Jared Gordon,Orthodox,1988-09-06,175.26,70.30676,179.4303
Jared Hamman,Orthodox,1982-03-07,190.5,83.91452,195.5085
Jared Papazian,Southpaw,1988-02-01,172.72,61.23492,176.7506
Jared Rollins,Orthodox,1977-01-26,175.26,77.11064,179.4303
Jared Rosholt,Orthodox,1986-08-04,187.96,120.20188,192.8288
Jarjis Danho,Orthodox,1983-10-15,190.5,120.20188,195.5085
Jarred Brooks,Switch,1993-05-02,160.02,56.699,163.3521
Jarrod Kwitty,Orthodox,,172.72,83.91452,176.7506
Jason Black,Orthodox,1972-07-15,172.72,70.30676,176.7506
Jason Blackford,Orthodox,,,,
Jason Brilz,Orthodox,1975-07-07,180.34,92.98636,184.7897
Jason Butcher,Orthodox,1984-10-23,190.5,83.91452,195.5085
Jason Day,Orthodox,1981-05-19,182.88,83.91452,187.46939999999998
Jason DeLucia,Southpaw,1969-07-24,180.34,86.18248,184.7897
Jason Dent,Orthodox,1980-06-12,177.8,70.30676,182.11
Jason Fairn,Orthodox,,185.42,104.32616,190.14909999999998
Jason Freeman,Orthodox,1976-09-02,187.96,102.0582,192.8288
Jason Gilliam,Orthodox,,182.88,77.11064,187.46939999999998
Jason Glaza,Orthodox,,182.88,104.32616,187.46939999999998
Jason Godsey,Orthodox,,187.96,104.32616,192.8288
Jason Gonzalez,Southpaw,1990-02-28,187.96,70.30676,192.8288
Jason Guida,Orthodox,1977-08-04,177.8,97.068688,182.11
Jason High,Southpaw,1981-10-12,172.72,70.30676,176.7506
Jason Ireland,Southpaw,1979-12-30,175.26,73.028312,179.4303
Jason Jackson,Orthodox,1990-10-30,185.42,77.11064,190.14909999999998
Jason Knight,Orthodox,1992-07-14,177.8,65.77083999999999,182.11
Jason Lambert,Orthodox,1975-06-03,190.5,83.91452,195.5085
Jason MacDonald,Orthodox,1975-06-03,190.5,83.91452,195.5085
Jason McLean,Orthodox,,165.1,65.77083999999999,168.7115
Jason Medina,Orthodox,,175.26,81.64656,179.4303
Jason Miller,Orthodox,1980-12-24,185.42,83.91452,190.14909999999998
Jason Novelli,Orthodox,1979-06-08,182.88,70.30676,187.46939999999998
Jason Reinhardt,Orthodox,1969-10-31,167.64000000000001,61.23492,171.3912
Jason Riley,Orthodox,1975-09-22,198.12,111.13004,203.5476
Jason Saggo,Orthodox,1985-11-23,180.34,70.30676,184.7897
Jason Sharp,Orthodox,,,92.98636,
Jason Suttie,Orthodox,1973-08-07,182.88,95.25431999999999,187.46939999999998
Jason Tan,Orthodox,1981-12-17,177.8,77.11064,182.11
Jason Thacker,Orthodox,1975-08-18,177.8,83.91452,182.11
Jason Von Flue,Orthodox,1975-08-01,182.88,77.11064,187.46939999999998
Jason Young,Orthodox,1986-06-28,175.26,65.77083999999999,179.4303
Javi Alanis,Orthodox,,167.64000000000001,61.23492,171.3912
Javier Vazquez,Southpaw,1977-07-16,170.18,65.77083999999999,174.0709
Javy Ayala,Orthodox,1988-08-20,185.42,120.20188,190.14909999999998
Jay Bogan,Orthodox,,,65.77083999999999,
Jay Cucciniello,Orthodox,1986-07-23,170.18,70.30676,174.0709
Jay Hieron,Orthodox,1976-07-29,182.88,77.11064,187.46939999999998
Jay Silva,Southpaw,,187.96,83.91452,192.8288
Jean Francois Lenogue,Orthodox,1972-11-29,182.88,83.91452,187.46939999999998
Jean Silva,Orthodox,1977-10-08,167.64000000000001,72.57472,171.3912
Jeff Bedard,Orthodox,1970-02-06,167.64000000000001,65.77083999999999,171.3912
Jeff Cox,Orthodox,1968-08-02,177.8,70.30676,182.11
Jeff Crotty,Orthodox,,,70.30676,
Jeff Curran,Orthodox,1977-09-02,167.64000000000001,61.23492,171.3912
Jeff Hougland,Orthodox,1978-08-02,170.18,61.23492,174.0709
Jeff Hughes,Orthodox,1988-05-17,187.96,113.398,192.8288
Jeff Joslin,Orthodox,1975-04-30,182.88,77.11064,187.46939999999998
Jeff Monson,Orthodox,1971-01-18,175.26,112.037224,179.4303
Jeff Newton,Sideways,1966-12-11,187.96,92.98636,192.8288
Jeff Terry,Orthodox,,187.96,92.98636,192.8288
Jeimeson Saudino,Orthodox,1991-03-05,167.64000000000001,61.23492,171.3912
Jenel Lausa,Orthodox,1988-08-01,165.1,56.699,168.7115
Jenna Castillo,Orthodox,1982-05-05,157.48000000000002,56.699,160.6724
Jennifer Maia,Orthodox,1988-10-06,162.56,56.699,166.0318
Jens Pulver,Southpaw,1974-12-06,170.18,65.77083999999999,174.0709
Jeremiah Billington,Orthodox,1977-11-14,175.26,92.98636,179.4303
Jeremiah Constant,Orthodox,1974-07-19,185.42,108.86207999999999,190.14909999999998
Jeremiah Labiano,Orthodox,,177.8,61.23492,182.11
Jeremiah Metcalf,Orthodox,,185.42,83.91452,190.14909999999998
Jeremiah O'Neal,Orthodox,1977-10-25,172.72,117.93392,176.7506
Jeremiah Riggs,Orthodox,1982-12-17,182.88,83.91452,187.46939999999998
Jeremie Holloway,Orthodox,1984-09-29,182.88,77.11064,187.46939999999998
Jeremy Boczulak,Orthodox,,,,
Jeremy Hamilton,Orthodox,1984-11-14,,83.91452,
Jeremy Horn,Orthodox,1975-08-25,185.42,83.91452,190.14909999999998
Jeremy Jackson,Orthodox,1982-09-19,177.8,77.11064,182.11
Jeremy Kennedy,Orthodox,1992-09-16,180.34,65.77083999999999,184.7897
Jeremy Kimball,Switch,1991-01-03,182.88,92.98636,187.46939999999998
Jeremy Lang,Southpaw,1975-05-11,180.34,92.98636,184.7897
Jeremy Larsen,Orthodox,1984-05-18,177.8,65.77083999999999,182.11
Jeremy Malaterre,Orthodox,,180.34,70.30676,184.7897
Jeremy May,Orthodox,1986-10-23,185.42,83.91452,190.14909999999998
Jeremy Stephens,Orthodox,1986-05-25,172.72,65.77083999999999,176.7506
Jeremy Tavares,Orthodox,,,61.23492,
Jeremy Umphries,Orthodox,,,72.57472,
Jeremy Wallace,Orthodox,,175.26,,179.4303
Jeri Sitzes,Orthodox,,165.1,56.699,168.7115
Jermaine Andre,Orthodox,,170.18,90.7184,174.0709
Jerome LeBanner,Southpaw,1972-12-26,190.5,120.20188,195.5085
Jerrel Venetiaan,Orthodox,1971-03-09,185.42,88.45044,190.14909999999998
Jerrod Sanders,Orthodox,1979-10-01,172.72,61.23492,176.7506
Jerron Peoples,Orthodox,1982-05-04,182.88,77.11064,187.46939999999998
Jerry Bohlander,Orthodox,1974-02-12,180.34,90.264808,184.7897
Jess Bouscal,Orthodox,,,70.30676,
Jess Liaudin,Orthodox,,175.26,77.11064,179.4303
Jessamyn Duke,Orthodox,1986-06-24,180.34,61.23492,184.7897
Jesse Bongfeldt,Orthodox,1980-08-28,182.88,83.91452,187.46939999999998
Jesse Finney,Orthodox,1974-07-11,182.88,77.11064,187.46939999999998
Jesse Forbes,Southpaw,1984-10-24,187.96,83.91452,192.8288
Jesse Fujarczyk,Southpaw,1983-01-28,193.04,102.0582,198.1882
Jesse Gillespie,Orthodox,,,83.91452,
Jesse Jones,Orthodox,,175.26,77.11064,179.4303
Jesse Juarez,Orthodox,1981-05-08,185.42,77.11064,190.14909999999998
Jesse Lennox,Orthodox,1982-03-10,175.26,77.11064,179.4303
Jesse Moreng,Orthodox,1979-11-09,170.18,65.77083999999999,174.0709
Jesse Ronson,Southpaw,1985-12-24,177.8,70.30676,182.11
Jesse Sanders,Orthodox,,182.88,77.11064,187.46939999999998
Jesse Taylor,Orthodox,1983-01-02,182.88,77.11064,187.46939999999998
Jessica Aguilar,Orthodox,1982-05-08,160.02,52.16308,163.3521
Jessica Andrade,Orthodox,1991-09-25,154.94,52.16308,157.99269999999999
Jessica Eye,Orthodox,1986-07-27,167.64000000000001,56.699,171.3912
Jessica Penne,Orthodox,1983-01-30,165.1,52.16308,168.7115
Jessica Rakoczy,Orthodox,1977-04-14,170.18,52.16308,174.0709
Jessica-Rose Clark,Orthodox,1987-11-28,165.1,56.699,168.7115
Jessin Ayari,Orthodox,1992-05-31,182.88,70.30676,187.46939999999998
Jesus Pinedo,Orthodox,1996-06-22,177.8,70.30676,182.11
Ji Yeon Kim,Orthodox,1989-10-18,170.18,56.699,174.0709
Jianping Yang,Orthodox,1988-11-27,170.18,65.77083999999999,174.0709
Jim Alers,Orthodox,1986-10-14,175.26,65.77083999999999,179.4303
Jim Miller,Southpaw,1983-08-30,172.72,70.30676,176.7506
Jim Mullen,Southpaw,,185.42,97.52228,190.14909999999998
Jimi Manuwa,Orthodox,1980-02-18,185.42,92.98636,190.14909999999998
Jimmie Rivera,Orthodox,1989-06-29,162.56,61.23492,166.0318
Jimmy Ambriz,Southpaw,1970-01-26,187.96,142.88148,192.8288
Jimmy Crute,Orthodox,1996-03-04,187.96,92.98636,192.8288
Jimmy Quinlan,Orthodox,1986-05-25,182.88,83.91452,187.46939999999998
Jimmy Wallhead,Orthodox,1984-03-14,177.8,77.11064,182.11
Jimy Hettes,Southpaw,1987-06-09,175.26,65.77083999999999,179.4303
Jin Oh Kim,Orthodox,,175.26,92.98636,179.4303
Jin Soo Son,Orthodox,1993-04-01,167.64000000000001,61.23492,171.3912
Joachim Christensen,Orthodox,1978-11-07,190.5,92.98636,195.5085
Joachim Hansen,Southpaw,1979-05-26,170.18,68.0388,174.0709
Joanna Jedrzejczyk,Orthodox,1987-08-18,167.64000000000001,56.699,171.3912
Joanne Calderwood,Orthodox,1985-12-23,167.64000000000001,56.699,171.3912
Joao Paulo Faria,Orthodox,,175.26,70.30676,179.4303
Joao Pierini,Switch,1971-12-11,185.42,70.30676,190.14909999999998
Joao Roque,Orthodox,1971-07-22,167.64000000000001,70.30676,171.3912
Joao Zeferino,Orthodox,1986-01-15,180.34,77.11064,184.7897
Joaquim Silva,Orthodox,1989-02-05,172.72,70.30676,176.7506
Joby Sanchez,Orthodox,1991-06-24,167.64000000000001,61.23492,171.3912
Jocelyn Jones-Lybarger,Orthodox,1985-10-04,170.18,52.16308,174.0709
Jodie Esquibel,Orthodox,1986-05-07,154.94,52.16308,157.99269999999999
Joe Benoit,Orthodox,1982-03-12,175.26,77.11064,179.4303
Joe Brammer,Orthodox,1983-08-23,172.72,70.30676,176.7506
Joe Camacho,Orthodox,1972-03-10,175.26,70.30676,179.4303
Joe Cason,Orthodox,1988-01-19,190.5,92.98636,195.5085
Joe Charles,Southpaw,,185.42,117.93392,190.14909999999998
Joe Doerksen,Orthodox,1977-10-09,182.88,83.91452,187.46939999999998
Joe Duarte,Orthodox,1977-01-25,,70.30676,
Joe Duffy,Orthodox,1988-02-18,177.8,70.30676,182.11
Joe Ellenberger,Orthodox,1985-03-28,175.26,70.30676,179.4303
Joe Giannetti,Southpaw,1995-07-05,182.88,70.30676,187.46939999999998
Joe Gigliotti,Orthodox,1993-08-13,180.34,83.91452,184.7897
Joe Hernandez,Orthodox,,,,
Joe Hurley,Orthodox,1978-06-24,172.72,70.30676,176.7506
Joe Jordan,Orthodox,1978-07-27,167.64000000000001,70.30676,171.3912
Joe Lauzon,Orthodox,1984-05-22,177.8,70.30676,182.11
Joe Lowry,Orthodox,1989-12-12,177.8,70.30676,182.11
Joe Martin,Orthodox,,175.26,77.11064,179.4303
Joe Merritt,Orthodox,1984-03-07,182.88,77.11064,187.46939999999998
Joe Moreira,Southpaw,,180.34,88.45044,184.7897
Joe Neal,Orthodox,1986-07-29,167.64000000000001,61.23492,171.3912
Joe Pardo,Southpaw,,185.42,95.25431999999999,190.14909999999998
Joe Pearson,Orthodox,1978-03-28,177.8,65.77083999999999,182.11
Joe Proctor,Orthodox,1985-08-10,177.8,70.30676,182.11
Joe Ray,Orthodox,1984-12-17,,77.11064,
Joe Riggs,Southpaw,1982-09-23,182.88,83.91452,187.46939999999998
Joe Schilling,Orthodox,,190.5,83.91452,195.5085
Joe Slick,Orthodox,1977-10-17,182.88,90.264808,187.46939999999998
Joe Son,Orthodox,1970-11-22,162.56,107.047712,166.0318
Joe Soto,Orthodox,1987-03-22,167.64000000000001,61.23492,171.3912
Joe Stevenson,Orthodox,1982-06-15,170.18,65.77083999999999,174.0709
Joe Taimanglo,Orthodox,1984-06-27,162.56,61.23492,166.0318
Joe Vedepo,Orthodox,,182.88,83.91452,187.46939999999998
Joe Veres,Orthodox,1977-11-09,170.18,70.30676,174.0709
Joe Warren,Orthodox,1976-10-31,167.64000000000001,61.23492,171.3912
Joe Wilk,Orthodox,1982-04-12,175.26,65.77083999999999,179.4303
Joel Alvarez,Orthodox,1994-03-02,190.5,70.30676,195.5085
Joel Sutton,Orthodox,,180.34,92.98636,184.7897
Joel Thomas ,Orthodox,,177.8,77.11064,182.11
Joey Armstrong,Orthodox,,,,
Joey Beltran,Orthodox,1981-12-08,185.42,83.91452,190.14909999999998
Joey Gambino,Orthodox,1988-10-26,170.18,65.77083999999999,174.0709
Joey Gilbert,Orthodox,1976-06-05,180.34,70.30676,184.7897
Joey Gomez,Orthodox,1989-08-29,177.8,70.30676,182.11
Joey Roberts,Orthodox,,187.96,90.7184,192.8288
Joey Villasenor,Orthodox,1975-10-17,182.88,83.91452,187.46939999999998
Johil de Oliveira,Orthodox,,167.64000000000001,77.11064,171.3912
John Albert,Orthodox,1986-10-13,172.72,61.23492,176.7506
John Alessio,Orthodox,1979-07-05,177.8,70.30676,182.11
John Allan,Orthodox,1993-02-22,185.42,92.98636,190.14909999999998
John Campetella,Orthodox,,175.26,106.59412,179.4303
John Castaneda,Switch,1991-12-18,170.18,61.23492,174.0709
John Cholish,Orthodox,1983-12-17,180.34,70.30676,184.7897
John Clarke,Orthodox,1977-08-15,,77.11064,
John Cofer,Southpaw,1984-04-29,175.26,70.30676,179.4303
John Devine,Orthodox,,,,
John Dixson,Orthodox,,182.88,124.7378,187.46939999999998
John Dodson,Orthodox,1984-09-26,160.02,61.23492,163.3521
John Donaldson,Orthodox,1992-07-09,172.72,65.77083999999999,176.7506
John Dowdy,Orthodox,,,,
John Doyle,Orthodox,1976-11-21,180.34,92.98636,184.7897
John Elam,Orthodox,,,,
John Franchi,Orthodox,1982-07-16,167.64000000000001,65.77083999999999,171.3912
John Gunderson,Orthodox,1979-01-05,175.26,70.30676,179.4303
John Gunther,Orthodox,1985-11-24,175.26,70.30676,179.4303
John Halverson,Southpaw,1972-09-08,175.26,70.30676,179.4303
